painting,painting_style,painting_subject,museum,museum_city,museum_country,artist,artist_nationality,artist_style,artist_birth,artist_death
Children Playing Soldiers,Romanticism,,,,,Francisco De Goya,Spanish,Rococo,1746,1828
Christ on the Cross,Romanticism,Jesus Christ,The Prado Museum,Madrid,Spain,Francisco De Goya,Spanish,Rococo,1746,1828
Dogs in Trailla,Romanticism,Dogs,The Prado Museum,Madrid,Spain,Francisco De Goya,Spanish,Rococo,1746,1828
Don Andrés Del Peral,Romanticism,,National Gallery,London,UK,Francisco De Goya,Spanish,Rococo,1746,1828
Don Jose Alvarez de Toledo y Gonzaga,Romanticism,,The Prado Museum,Madrid,Spain,Francisco De Goya,Spanish,Rococo,1746,1828
Dosa Isabel de Porcel,Romanticism,,National Gallery,London,UK,Francisco De Goya,Spanish,Rococo,1746,1828
Equestrian Portrait of Fernando VII,Romanticism,,The Prado Museum,Madrid,Spain,Francisco De Goya,Spanish,Rococo,1746,1828
Equestrian Portrait of Manuel Godoy,Romanticism,,,,,Francisco De Goya,Spanish,Rococo,1746,1828
Ferdinand VII at Camp,Romanticism,,The Prado Museum,Madrid,Spain,Francisco De Goya,Spanish,Rococo,1746,1828
Gaspar Melchor de Jovellanos,Romanticism,,The Prado Museum,Madrid,Spain,Francisco De Goya,Spanish,Rococo,1746,1828
General Jose de Urrutia y de Las Casas,Romanticism,,The Prado Museum,Madrid,Spain,Francisco De Goya,Spanish,Rococo,1746,1828
A Cup of Water and a Rose,Baroque,,National Gallery,London,UK,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Childhood of the Virgin,Baroque,,National Gallery,London,UK,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Christ and the Virgin in the House at Nazareth,Baroque,Christianity,Cleveland Museum Of Art,Cleveland,USA,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Crucifixion,Baroque,Christianity,The Art Institute of Chicago,Chicago,USA,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Crucifixion,Baroque,Jesus Christ,The Art Institute of Chicago,Chicago,USA,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Inmaculada Concepcion,Baroque,Christianity,The Prado Museum,Madrid,Spain,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Portrait of Doctor Juan Martine Serrano,Baroque,,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Portrait of Two Girls,Baroque,,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Regina Angelorum,Baroque,,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Saint Dorothy Holding a Basket of Apples and Roses,Baroque,,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Saint Elizabeth of Thuringia,Baroque,Christianity,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Saint Francis in Meditation,Baroque,Christianity,National Gallery,London,UK,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Saint Francis in Meditation,Baroque,,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Saint Francis in Meditation,Baroque,Christianity,National Gallery,London,UK,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Saint Francis of Assisi in Prayer,Baroque,Christianity,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Saint Luke as a Painter,Baroque,Christianity,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Saint Serapius,Baroque,,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
"Saints Agatha, Lucy and Apollonia",Baroque,Christianity,National Gallery,London,UK,Francisco De Zurbarán,Spanish,Baroque,1598,1664
San Francisco in Meditation,Baroque,,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
St. Francis in Meditation,Baroque,Christianity,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
St. Margaret,Baroque,,National Gallery,London,UK,Francisco De Zurbarán,Spanish,Baroque,1598,1664
The Annunciation,Baroque,Christianity,Philadelphia Museum of Art,Philadelphia,USA,Francisco De Zurbarán,Spanish,Baroque,1598,1664
The Archangel Michael Vanquishing the Devil,Baroque,,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
The Archangel Michael,Baroque,,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
The Defense of Cadiz Against the English,Baroque,,The Prado Museum,Madrid,Spain,Francisco De Zurbarán,Spanish,Baroque,1598,1664
The Immaculate Conception,Baroque,Christianity,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
The Lamb of God,Baroque,,National Gallery,London,UK,Francisco De Zurbarán,Spanish,Baroque,1598,1664
The Mystic Marriage of Saint Catherine of Alexandria,Baroque,Christianity,The State Hermitage Museum,2,Russia,Francisco De Zurbarán,Spanish,Baroque,1598,1664
The Penitent Saint Peter,Baroque,Christianity,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
The Veil of Saint Veronica,Baroque,,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
The Virgin with the Child Jesus and the Child Saint John the Baptist,Baroque,Christianity,,,,Francisco De Zurbarán,Spanish,Baroque,1598,1664
Arion on the Dolphin,Rococo,,,,,Francois Boucher,French,Rococo,1703,1770
Cupid Disarmed,Rococo,Nude,The J. Paul Getty Museum,Los Angeles,USA,Francois Boucher,French,Rococo,1703,1770
Cupids in Conspiracy,Rococo,,Cleveland Museum Of Art,Cleveland,USA,Francois Boucher,French,Rococo,1703,1770
Death of Meleager,Rococo,Summer,Los Angeles County Museum of Art,Los Angeles,USA,Francois Boucher,French,Rococo,1703,1770
Diana After the Hunt,Rococo,,Rijksmuseum,Amsterdam,Netherlands,Francois Boucher,French,Rococo,1703,1770
Diana Bathing,Rococo,,Musée du Louvre,75001,France,Francois Boucher,French,Rococo,1703,1770
Earth: Vertumnus and Pomona,Rococo,,,,,Francois Boucher,French,Rococo,1703,1770
Fountain of Venus,Rococo,Nude,Cleveland Museum Of Art,Cleveland,USA,Francois Boucher,French,Rococo,1703,1770
Head of a Young Woman,Rococo,,Cleveland Museum Of Art,Cleveland,USA,Francois Boucher,French,Rococo,1703,1770
Hercules and Omphale,Rococo,,Pushkin State Museum of Fine Arts,Moscow,Russia,Francois Boucher,French,Rococo,1703,1770
Imaginary Landscape with the Palatine Hill from Campo Vaccino,Rococo,,The Metropolitan Museum of Art,New York,USA,Francois Boucher,French,Rococo,1703,1770
La Cible D'Amour (Love Target),Rococo,,,,,Francois Boucher,French,Rococo,1703,1770
La Toilette,Rococo,,Thussen-Bornemisza Museum,Madrid,Spain,Francois Boucher,French,Rococo,1703,1770
Landscape Near Beauvais,Rococo,,,,,Francois Boucher,French,Rococo,1703,1770
Landscape with a Watermill,Rococo,,National Gallery,London,UK,Francois Boucher,French,Rococo,1703,1770
Lovers in a Park,Rococo,Lovers,,,,Francois Boucher,French,Rococo,1703,1770
Madame Bergeret,Rococo,,National Gallery of Art,Washington,USA,Francois Boucher,French,Rococo,1703,1770
Madame de Pompadour,Rococo,,,,,Francois Boucher,French,Rococo,1703,1770
Mill at Charenton,Rococo,,,,,Francois Boucher,French,Rococo,1703,1770
Nymphs Playing the Flute,Rococo,Musics,The J. Paul Getty Museum,Los Angeles,USA,Francois Boucher,French,Rococo,1703,1770
Odalisque,Rococo,,Musée du Louvre,75001,France,Francois Boucher,French,Rococo,1703,1770
Pan and Syrinx,Rococo,,,,,Francois Boucher,French,Rococo,1703,1770
Pan and Syrinx,Rococo,,National Gallery,London,UK,Francois Boucher,French,Rococo,1703,1770
Portrait of Alexandrine Le Normant d'Etiolles,Rococo,Portraits,,,,Francois Boucher,French,Rococo,1703,1770
Portrait of Madame Pompadour,Rococo,Portraits,,,,Francois Boucher,French,Rococo,1703,1770
Rest at the Fountain,Rococo,,,,,Francois Boucher,French,Rococo,1703,1770
Resting Maiden,Rococo,Nude,,,,Francois Boucher,French,Rococo,1703,1770
River Landscape with an Antique Temple,Rococo,Churches/Temples/Mosques,Thussen-Bornemisza Museum,Madrid,Spain,Francois Boucher,French,Rococo,1703,1770
River Landscape with an Antique Temple,Rococo,Rivers/Lakes,Thussen-Bornemisza Museum,Madrid,Spain,Francois Boucher,French,Rococo,1703,1770
River Landscape with Ruin and Bridge,Rococo,Bridges,Thussen-Bornemisza Museum,Madrid,Spain,Francois Boucher,French,Rococo,1703,1770
River Landscape with Ruin and Bridge,Rococo,Rivers/Lakes,Thussen-Bornemisza Museum,Madrid,Spain,Francois Boucher,French,Rococo,1703,1770
Schlafende Venus,Rococo,Nude,Musée du Louvre,75001,France,Francois Boucher,French,Rococo,1703,1770
Belisarius,Neo-Classicism,,The J. Paul Getty Museum,Los Angeles,USA,Francois Gérard,French,Neoclassical,1770,1837
Charles John as Crown Prince of Sweden,Neo-Classicism,,,,,Francois Gérard,French,Neoclassical,1770,1837
Corinne au Cap Misene,Neo-Classicism,,,,,Francois Gérard,French,Neoclassical,1770,1837
Elisa Bonaparte with Her Daughter Napoleona Baciocchi,Neo-Classicism,,The Metropolitan Museum of Art,New York,USA,Francois Gérard,French,Neoclassical,1770,1837
Josephine in Coronation Costume,Neo-Classicism,,,,,Francois Gérard,French,Neoclassical,1770,1837
Madame Barbier-Walbonne,Neo-Classicism,,Musée du Louvre,75001,France,Francois Gérard,French,Neoclassical,1770,1837
Madame Recamier,Neo-Classicism,,,,,Francois Gérard,French,Neoclassical,1770,1837
Marshall Michel Ney,Neo-Classicism,,,,,Francois Gérard,French,Neoclassical,1770,1837
Napoleon Bonaparte Premier Consul,Neo-Classicism,,,,,Francois Gérard,French,Neoclassical,1770,1837
Napoleon Ier en Costume du Sacre,Neo-Classicism,,The State Hermitage Museum,2,Russia,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Antonia Canova,Neo-Classicism,Portraits,Musée du Louvre,75001,France,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Artur Potocki,Neo-Classicism,Portraits,,,,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Charles X of France,Neo-Classicism,Portraits,The Metropolitan Museum of Art,New York,USA,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Jacques MacDonald,Neo-Classicism,Portraits,The State Hermitage Museum,2,Russia,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Josephine,Neo-Classicism,Portraits,The State Hermitage Museum,2,Russia,Francois Gérard,French,Neoclassical,1770,1837
Portrait of La Duchesse De Berry et ses Enfants,Neo-Classicism,,,,,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Louise-Antoinette-Scholastique Gueheneuc,Neo-Classicism,,,,,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Madame Recamier,Neo-Classicism,Portraits,,,,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Mme de Stael,Neo-Classicism,Portraits,,,,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Russian Emperor Alexander I,Neo-Classicism,Portraits,The State Hermitage Museum,2,Russia,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Stanis Mniszek,Neo-Classicism,Portraits,,,,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Theresa Tallien,Neo-Classicism,Portraits,,,,Francois Gérard,French,Neoclassical,1770,1837
Portrait of Zoe Victorie Talon,Neo-Classicism,Portraits,,,,Francois Gérard,French,Neoclassical,1770,1837
Psyche Receiving the First Kiss of Love,Neo-Classicism,Lovers,Musée du Louvre,75001,France,Francois Gérard,French,Neoclassical,1770,1837
Psyche Receiving the First Kiss of Love,Neo-Classicism,Nude,Musée du Louvre,75001,France,Francois Gérard,French,Neoclassical,1770,1837
A Boy Seated at a Table with an Open Birdcage,Neo-Classicism,,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
"A Young Boy in a Blue Coat and Tricorn, Holding a Violin by a Music Stand",Neo-Classicism,Musics,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Boy with a Black Spaniel,Neo-Classicism,Dogs,National Gallery,London,UK,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Children of the Marquis de Bethune Playing with a Dog,Neo-Classicism,Dogs,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Children of the Marquis de Bethune Playing with a Dog,Neo-Classicism,Musics,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Le Comte De Vaudreuil,Neo-Classicism,,National Gallery,London,UK,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Madame De Pompadour at Her Tambour Frame,Neo-Classicism,,National Gallery,London,UK,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Madame Drouais,Neo-Classicism,,Musée du Louvre,75001,France,Francois-Hubert Drouais,French,Neoclassical,1727,1775
"One Playing a Hurdy-Gurdy, the Other Playing with a Marmot on a Ribbon",Neo-Classicism,Musics,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
"Portrait de Louis-Stanislas-Xavier, Comte de Provence",Neo-Classicism,,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
"Portrait of a Lady, Marquise de Beauharnais in a Lace Gown and Fur-lined Red Coat",Neo-Classicism,,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Portrait of a Lady Traditionally Identified as Anne de La Grange-Trianon,Neo-Classicism,,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
"Portrait of a Woman, Said to be Madame Charles Simon Favart",Neo-Classicism,Musics,The Metropolitan Museum of Art,New York,USA,Francois-Hubert Drouais,French,Neoclassical,1727,1775
"Portrait of a Woman, Said to be Madame Charles Simon Favart",Neo-Classicism,Portraits,The Metropolitan Museum of Art,New York,USA,Francois-Hubert Drouais,French,Neoclassical,1727,1775
"Portrait of a Young Boy Seated at an Easel, a Classical Bust Behind",Neo-Classicism,,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Portrait of a Young Lady in a Blue Silk Dress with Fur Trim and Muff,Neo-Classicism,,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Portrait of a Young Woman as a Vestal Virgin,Neo-Classicism,Portraits,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Portrait of Madam de Pompadour,Neo-Classicism,,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Portrait of Marquise de Caumont La Force,Neo-Classicism,Portraits,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
"Portrait of the Artist’s Father, Hubert Drouais",Neo-Classicism,,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Portrait of the Marquise d'Aguirandes,Neo-Classicism,Portraits,Cleveland Museum Of Art,Cleveland,USA,Francois-Hubert Drouais,French,Neoclassical,1727,1775
The Comte and Chevalier de Choiseul as Savoyards,Neo-Classicism,,,,,Francois-Hubert Drouais,French,Neoclassical,1727,1775
"The Comte d'Artois and His Sister, Madame Clotilde",Neo-Classicism,,Musée du Louvre,75001,France,Francois-Hubert Drouais,French,Neoclassical,1727,1775
Beachwoods at Polling,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
Caucasian Soldier,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
F. B. Duveneck as a Child,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
Florentine Flower Girl,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
Florentine Flower Girl,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
Girl with Rake,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
Grand Canal in Venice,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
He Lives by His Wits,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
Italian Courtyard,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
Mary Cabot Wheelwright,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
Polling Landscape,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
Scene in Venice,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
Siesta,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
The Cobbler’s Apprentice,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
The Turkish Page,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
The Venetian Girl,Realism,,Cleveland Museum Of Art,Cleveland,USA,Frank Duveneck,American,Realist,1848,1919
Venetian Fruit Market,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
Water Carriers Venice,Realism,,,,,Frank Duveneck,American,Realist,1848,1919
A Visit to the Art Dealer,Baroque,,Los Angeles County Museum of Art,Los Angeles,USA,Frans Francken,Flemish,Baroque,1581,1642
Ahasver and Haman at the Banquet of Esther,Baroque,,National Gallery,London,UK,Frans Francken,Flemish,Baroque,1581,1642
Allegory on the Abdication of Emperor Charles V in Brussels,Baroque,,National Gallery,London,UK,Frans Francken,Flemish,Baroque,1581,1642
Arcadia the Golden Age,Baroque,,The J. Paul Getty Museum,Los Angeles,USA,Frans Francken,Flemish,Baroque,1581,1642
Interior Called Rubens Salon,Baroque,,,,,Frans Francken,Flemish,Baroque,1581,1642
Kronsus Shows Solon His Treasures,Baroque,,The J. Paul Getty Museum,Los Angeles,USA,Frans Francken,Flemish,Baroque,1581,1642
Landscape with Allegories of the Four Elements,Baroque,,,,,Frans Francken,Flemish,Baroque,1581,1642
The Adbuction of Helen,Baroque,,,,,Frans Francken,Flemish,Baroque,1581,1642
The Crucifixion of St. Andrew,Baroque,Christianity,Los Angeles County Museum of Art,Los Angeles,USA,Frans Francken,Flemish,Baroque,1581,1642
The Death of Death,Baroque,,,,,Frans Francken,Flemish,Baroque,1581,1642
The Idolatry of Solomon,Baroque,,Los Angeles County Museum of Art,Los Angeles,USA,Frans Francken,Flemish,Baroque,1581,1642
A Family Group in a Landscape,Baroque,,National Gallery,London,UK,Frans Hals,Dutch,Baroque,1582,1666
Adriaen Van Ostade,Baroque,,National Gallery of Art,Washington,USA,Frans Hals,Dutch,Baroque,1582,1666
Amme with the Child,Baroque,,,,,Frans Hals,Dutch,Baroque,1582,1666
Boy with a Lute,Baroque,Musics,The Metropolitan Museum of Art,New York,USA,Frans Hals,Dutch,Baroque,1582,1666
Boy with a Skull,Baroque,,,,,Frans Hals,Dutch,Baroque,1582,1666
Buffoon Playing a Lute,Baroque,Musics,Rijksmuseum,Amsterdam,Netherlands,Frans Hals,Dutch,Baroque,1582,1666
Claes Duyst Van Voorhout,Baroque,,The Metropolitan Museum of Art,New York,USA,Frans Hals,Dutch,Baroque,1582,1666
Feyntje Van Steenkiste,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Frans Hals,Dutch,Baroque,1582,1666
Fisher Boy,Baroque,,,,,Frans Hals,Dutch,Baroque,1582,1666
Fisher Boy,Baroque,,,,,Frans Hals,Dutch,Baroque,1582,1666
Jonker Ramp and His Sweetheart,Baroque,,The Metropolitan Museum of Art,New York,USA,Frans Hals,Dutch,Baroque,1582,1666
Malle Babbe,Baroque,,,,,Frans Hals,Dutch,Baroque,1582,1666
Malle Babbe,Baroque,,The Metropolitan Museum of Art,New York,USA,Frans Hals,Dutch,Baroque,1582,1666
Marriage Portrait of Isaac Massa and Beatrix Van Der Laen,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Frans Hals,Dutch,Baroque,1582,1666
Merrymakers at Shrovetide,Baroque,,The Metropolitan Museum of Art,New York,USA,Frans Hals,Dutch,Baroque,1582,1666
"Militia Company of District XI, Known as 'The Meagre Company'",,,Rijksmuseum,Amsterdam,Netherlands,Frans Hals,Dutch,Baroque,1582,1666
Paulus Verschuur,Baroque,,The Metropolitan Museum of Art,New York,USA,Frans Hals,Dutch,Baroque,1582,1666
Peeckelhaering,Baroque,,,,,Frans Hals,Dutch,Baroque,1582,1666
Portrait of a Dutch Family,Baroque,Portraits,,,,Frans Hals,Dutch,Baroque,1582,1666
Portrait of a Gentleman in White,Baroque,Portraits,,,,Frans Hals,Dutch,Baroque,1582,1666
Portrait of a Gentlemen,Baroque,Portraits,National Gallery,London,UK,Frans Hals,Dutch,Baroque,1582,1666
Portrait of a Man,Baroque,Portraits,Musée du Louvre,75001,France,Frans Hals,Dutch,Baroque,1582,1666
Portrait of a Man,Baroque,Portraits,,,,Frans Hals,Dutch,Baroque,1582,1666
Portrait of a Man,Baroque,Portraits,National Gallery of Art,Washington,USA,Frans Hals,Dutch,Baroque,1582,1666
Portrait of a Man Holding a Watch,Baroque,Portraits,The Barnes Foundation,Philadelphia,USA,Frans Hals,Dutch,Baroque,1582,1666
Portrait of a Man Holding Gloves,Baroque,Portraits,National Gallery,London,UK,Frans Hals,Dutch,Baroque,1582,1666
Portrait of a Man in His Thirties,Baroque,Portraits,National Gallery,London,UK,Frans Hals,Dutch,Baroque,1582,1666
"Portrait of a Man, possibly a Clergyman",Baroque,,Rijksmuseum,Amsterdam,Netherlands,Frans Hals,Dutch,Baroque,1582,1666
"Portrait of a Man, Possibly Nicolaes Hasselaer",Baroque,Portraits,Rijksmuseum,Amsterdam,Netherlands,Frans Hals,Dutch,Baroque,1582,1666
Portrait of a Member of the Haarlem Civic Guard,Baroque,Portraits,National Gallery of Art,Washington,USA,Frans Hals,Dutch,Baroque,1582,1666
Brazilian Village,Baroque,Landscape Art,Rijksmuseum,Amsterdam,Netherlands,Frans Jansz Post,Dutch,Baroque,1612,1680
"Landscape on the Rio Senhor de Engenho, Brazil",Baroque,Landscape Art,Rijksmuseum,Amsterdam,Netherlands,Frans Jansz Post,Dutch,Baroque,1612,1680
"View of Olinda, Brazil",Baroque,Landscape Art,Rijksmuseum,Amsterdam,Netherlands,Frans Jansz Post,Dutch,Baroque,1612,1680
"View of the Island of Itamaraca´, Brazil",Baroque,,Rijksmuseum,Amsterdam,Netherlands,Frans Jansz Post,Dutch,Baroque,1612,1680
Animals in a Landscape,Expressionism,,,,,Franz Marc,German,Expressionist,1880,1916
Bathing Girls,Expressionism,,,,,Franz Marc,German,Expressionist,1880,1916
Blue Black Fox,Expressionism,,Museum Folkwang,45128,Germany,Franz Marc,German,Expressionist,1880,1916
Blue Horse,Expressionism,Horses,,,,Franz Marc,German,Expressionist,1880,1916
Composition III,Expressionism,,,,,Franz Marc,German,Expressionist,1880,1916
Deer in a Monastery Garden,Expressionism,Deers,,,,Franz Marc,German,Expressionist,1880,1916
Deer in a Monastery Garden,Expressionism,Gardens,,,,Franz Marc,German,Expressionist,1880,1916
Deer in Flower Garden,Expressionism,Deers,,,,Franz Marc,German,Expressionist,1880,1916
Deer in Flower Garden,Expressionism,Gardens,,,,Franz Marc,German,Expressionist,1880,1916
Deer in the Forest,Expressionism,Deers,The Phillips Collection,Washington,USA,Franz Marc,German,Expressionist,1880,1916
Dog Lying in the Snow,Expressionism,Dogs,,,,Franz Marc,German,Expressionist,1880,1916
Dog Lying in the Snow,Expressionism,Winter,,,,Franz Marc,German,Expressionist,1880,1916
Fighting Forms,Expressionism,,Museum Folkwang,45128,Germany,Franz Marc,German,Expressionist,1880,1916
Foxes,Expressionism,,,,,Franz Marc,German,Expressionist,1880,1916
Gazelles,Expressionism,,,,,Franz Marc,German,Expressionist,1880,1916
Horse Dreaming,Expressionism,Horses,Thussen-Bornemisza Museum,Madrid,Spain,Franz Marc,German,Expressionist,1880,1916
Horse in a Landscape,Expressionism,Horses,Museum Folkwang,45128,Germany,Franz Marc,German,Expressionist,1880,1916
Horses Grazing,Expressionism,Horses,,,,Franz Marc,German,Expressionist,1880,1916
Jumping Horse,Expressionism,Horses,,,,Franz Marc,German,Expressionist,1880,1916
Landscape Composition,Expressionism,,,,,Franz Marc,German,Expressionist,1880,1916
Little Yellow Horses,Expressionism,Horses,,,,Franz Marc,German,Expressionist,1880,1916
Mews,Expressionism,,Solomon R. Guggenheim Museum,New York,USA,Franz Marc,German,Expressionist,1880,1916
Monkey Frieze,Expressionism,,,,,Franz Marc,German,Expressionist,1880,1916
Mountain Goats,Expressionism,,,,,Franz Marc,German,Expressionist,1880,1916
Nudes Under Trees,Expressionism,Nude,Solomon R. Guggenheim Museum,New York,USA,Franz Marc,German,Expressionist,1880,1916
Red Goat,Expressionism,,,,,Franz Marc,German,Expressionist,1880,1916
Seated Imaginary Animal,Expressionism,,,,,Franz Marc,German,Expressionist,1880,1916
Small Composition,Expressionism,,,,,Franz Marc,German,Expressionist,1880,1916
St. Julien L'Hospitalier,Expressionism,,Solomon R. Guggenheim Museum,New York,USA,Franz Marc,German,Expressionist,1880,1916
The Bewitched Mill,Expressionism,,The Art Institute of Chicago,Chicago,USA,Franz Marc,German,Expressionist,1880,1916
The Dream,Expressionism,,The Museum of Modern Art,New York,USA,Franz Marc,German,Expressionist,1880,1916
The Little Blue Horse,Expressionism,Horses,,,,Franz Marc,German,Expressionist,1880,1916
The Little Blue Horses,Expressionism,Horses,,,,Franz Marc,German,Expressionist,1880,1916
A Young Girl Called Princess Charlotte,Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
"Albert Edward, Prince of Wales",Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
"Alfred-Emilien, Comte De Nieuwerkerke",Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
"Arthur Wellesley, 1st Duke of Wellington with Sir Robert Peel",Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Bildnis Einer Sitzenden Dame,Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Cound of Eu,Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Empress Elisabeth of Austria in State Robes,Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Empress Eugenie,Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
"Henri d'Orleans, Duc D'Aumale",Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
"Leopold, Duke of Brabant",Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
L'Imperatrice Eugenie,Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Madame Rimsky Korsakov,Classicism,,Musée d'Orsay,Paris,France,Franz Xavier Winterhalter,German,Classicist,1805,1873
Portrait of Empress Maria Alexandrovna,Classicism,Portraits,The State Hermitage Museum,2,Russia,Franz Xavier Winterhalter,German,Classicist,1805,1873
"Portrait of Francisca of Brazil, Princess of Joinville",Classicism,Portraits,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Portrait of Helena of Mecklemburg-Schwerin,Classicism,Portraits,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
"Portrait of Leonilla, Princess of Sayn-Wittgenstein-Sayn",Classicism,,The J. Paul Getty Museum,Los Angeles,USA,Franz Xavier Winterhalter,German,Classicist,1805,1873
"Portrait of Marie-Louise, the first Queen of the Belgians",Classicism,Portraits,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Portrait of Princess Clementine of Orleans,Classicism,Portraits,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Portrait of Princess Victoria of Saxe-Coburg and Gotha,Classicism,Portraits,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Princess Kotschoubey,Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Princess Maria Carolina Augusta of Bourbon,Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Queen Victoria,Classicism,Winter,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Queen Victoria and Her Cousin,Classicism,,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
"Sophie Guillemette, Grand Duchess of Baden",Classicism,,Cleveland Museum Of Art,Cleveland,USA,Franz Xavier Winterhalter,German,Classicist,1805,1873
The Empress Eugenie,Classicism,Winter,The Metropolitan Museum of Art,New York,USA,Franz Xavier Winterhalter,German,Classicist,1805,1873
The Maharajah Duleep Singh,Classicism,Winter,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Young Italian Girl by the Well,Classicism,Winter,,,,Franz Xavier Winterhalter,German,Classicist,1805,1873
Aurora Borealis,American Landscape,Landscape Art,,,,Frederic Edwin Church,American,Hudson River School,1826,1900
