painting,painting_style,painting_subject,museum,museum_city,museum_country,artist,artist_nationality,artist_style,artist_birth,artist_death
Niagara Falls,,Landscape Art,,,,Frederic Edwin Church,American,Hudson River School,1826,1900
Niagara Falls,American Landscape,Landscape Art,,,,Frederic Edwin Church,American,Hudson River School,1826,1900
Our Banner in the Sky,American Landscape,Landscape Art,,,,Frederic Edwin Church,American,Hudson River School,1826,1900
Rainy Season in the Tropics,American Landscape,Landscape Art,,,,Frederic Edwin Church,American,Hudson River School,1826,1900
Storm in the Mountains,American Landscape,Landscape Art,Cleveland Museum Of Art,Cleveland,USA,Frederic Edwin Church,American,Hudson River School,1826,1900
Study of Mount Chimborazo Ecuador,American Landscape,Landscape Art,,,,Frederic Edwin Church,American,Hudson River School,1826,1900
The Aegean Sea,American Landscape,Landscape Art,,,,Frederic Edwin Church,American,Hudson River School,1826,1900
The Heart of the Andes,American Landscape,Landscape Art,,,,Frederic Edwin Church,American,Hudson River School,1826,1900
The Icebergs,American Landscape,Landscape Art,,,,Frederic Edwin Church,American,Hudson River School,1826,1900
The Monastery of San Pedro (Our Lady of the Snows),American Landscape,Landscape Art,Cleveland Museum Of Art,Cleveland,USA,Frederic Edwin Church,American,Hudson River School,1826,1900
The Parthenon,American Landscape,Landscape Art,,,,Frederic Edwin Church,American,Hudson River School,1826,1900
Twilight in the Wilderness,American Landscape,Landscape Art,Cleveland Museum Of Art,Cleveland,USA,Frederic Edwin Church,American,Hudson River School,1826,1900
West Rock New Haven,American Landscape,Landscape Art,,,,Frederic Edwin Church,American,Hudson River School,1826,1900
"Lower Falls, Rochester",American Landscape,Landscape Art,Los Angeles County Museum of Art,Los Angeles,USA,Frederic Edwin Church,American,Hudson River School,1826,1900
A Cold Morning on the Range,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
A Dash for the Timber,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
A Hunting Man,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
A Map in the Sand,American Art,,,,,Frederic Remington,American,American West,1861,1909
A New Year on the Cimarron,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
Aiding a Comrade,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
Call the Doctor,American Art,,,,,Frederic Remington,American,American West,1861,1909
"Change of Ownership (The Stampede, Horse Thieves)",American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
Episode of the Buffalo Gun,American Art,,,,,Frederic Remington,American,American West,1861,1909
Fight for the Waterhole,American Art,,,,,Frederic Remington,American,American West,1861,1909
His First Lesson,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
Indians Simulating Buffalo,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
Missing,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
Mounted Indian Scout,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
On the Southern Plains,American Art,Horses,The Metropolitan Museum of Art,New York,USA,Frederic Remington,American,American West,1861,1909
Ridden Down,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
Scouts Climbing a Mountain,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
Stalking Antelope,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
The Blanket Signal,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
The Buffalo Hunt,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
The Emigrants,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
The Fall of the Cowboy,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
The Flight,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
The Herd Boy,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
The Hussar,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
The Lookout,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
The Mier Expedition,American Art,,,,,Frederic Remington,American,American West,1861,1909
The Military Sacrifice (The Ambush),American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
The Parley,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
The Scout Friends or Foes,American Art,Horses,,,,Frederic Remington,American,American West,1861,1909
"Afternoon, Yellow Room",Impressionism,,Indianapolis Museum of Art,Indianapolis,USA,Frederick Carl Frieseke,American,Impressionist,1874,1939
Blue Curtains,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Breakfast in the Garden,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Breakfast in the Garden,Impressionism,Gardens,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Cherry Blossoms,Impressionism,Spring,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Foxgloves,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Girl in Blue Arranging Flowers,Impressionism,Flowers,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Girl Knitting,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Girl Reading,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Girl with Necklace,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Gray Day on the River,Impressionism,Rivers/Lakes,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Hollyhocks,Impressionism,,Thussen-Bornemisza Museum,Madrid,Spain,Frederick Carl Frieseke,American,Impressionist,1874,1939
In the Boudoir,Impressionism,,Los Angeles County Museum of Art,Los Angeles,USA,Frederick Carl Frieseke,American,Impressionist,1874,1939
Lady at the Mirror,Impressionism,Nude,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Lady in Pink,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Lady on a Beach,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Mrs. Frieseke at the Kitchen Window,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Nude at Rest,Impressionism,Nude,The Metropolitan Museum of Art,New York,USA,Frederick Carl Frieseke,American,Impressionist,1874,1939
Nude Seated at Her Dressing Table,Impressionism,Nude,Smithsonian American Art Museum,Washington,USA,Frederick Carl Frieseke,American,Impressionist,1874,1939
Old Fashion Gown,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
On the River,Impressionism,Rivers/Lakes,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Portrait of a Lady,Impressionism,Portraits,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
Summer,Impressionism,Nude,The Metropolitan Museum of Art,New York,USA,Frederick Carl Frieseke,American,Impressionist,1874,1939
Summer,Impressionism,Summer,The Metropolitan Museum of Art,New York,USA,Frederick Carl Frieseke,American,Impressionist,1874,1939
Sunbath,Impressionism,,"Museum of Fine Arts, Houston",Houston,USA,Frederick Carl Frieseke,American,Impressionist,1874,1939
Sunspots,Impressionism,Nude,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
The Bird Cage,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
The Garden Path,Impressionism,Gardens,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
The Garden Pool,Impressionism,Gardens,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
The Garden,Impressionism,Gardens,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
The Gold Locket,Impressionism,,,,,Frederick Carl Frieseke,American,Impressionist,1874,1939
A Lady in Profile,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
A Young Girl,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Aialia Klein,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Baron Pfuel,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Chiaruccia,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Countess Julie Von Woyna,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Girl With Straw Hat,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Italian Mother with Child,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Joseph Amerling,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Lost In Dreams,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Portrait of a Gentleman in a Coat with Fur Collar a Letter,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Portrait of a Girl with a Red Hairband and a Yellow Headscarf,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Portrait of a Man,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Portrait of a Young Girl,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Portrait of a Young Girl,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Portrait of a Young Girl in Profile with Bands in Her Hair,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Portrait of Count Alexander Von Mensdorff-Pouilly,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Portrait of Mrs. Plach,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Profile Portrait of a Girl Facing Right with Roses in Her Hair,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Scholar in His Study,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
The Artist's Brother,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
The Black Page,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
The Oriental,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
The Painter Ignaz Raffalt as Falstaff,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
The Young Eastern Woman,,Portraits,Cleveland Museum Of Art,Cleveland,USA,Friedrich Von Amerling,Austrian,Classicist,1803,1887
Young Bearded Venetian Man in Profile,,Portraits,,,,Friedrich Von Amerling,Austrian,Classicist,1803,1887
A Woman Seated at a Table and a Man Tuning a Violin,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Gabrie¨l Metsu,Dutch,Baroque,1629,1667
A Young Woman Seated Drawing,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Gabrie¨l Metsu,Dutch,Baroque,1629,1667
Man and Woman at a Meal,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Gabrie¨l Metsu,Dutch,Baroque,1629,1667
Old Woman Meditating,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Gabrie¨l Metsu,Dutch,Baroque,1629,1667
The Herring-Seller,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Gabrie¨l Metsu,Dutch,Baroque,1629,1667
The Hunter’s Present,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Gabrie¨l Metsu,Dutch,Baroque,1629,1667
The Music Lesson,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Gabrie¨l Metsu,Dutch,Baroque,1629,1667
The Old Drinker,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Gabrie¨l Metsu,Dutch,Baroque,1629,1667
The Sick Child,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Gabrie¨l Metsu,Dutch,Baroque,1629,1667
The Weaponsmith,Baroque,,Rijksmuseum,Amsterdam,Netherlands,Gabrie¨l Metsu,Dutch,Baroque,1629,1667
"Woman Eating, Known as The Cat’s Breakfast",Baroque,,Rijksmuseum,Amsterdam,Netherlands,Gabrie¨l Metsu,Dutch,Baroque,1629,1667
Chaff Waggons,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Cheerfully Sun in the Moss,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Child with Teddy Bear,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Country Road in Autumn,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Dorfstrasse in Blue,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Dorfstrasse in Murnau,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Evening at the lake,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Farm,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Farmyard in Snow,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Flower Picture with White Rose,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
From Siglingen To You,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Fuchsia in Front of a Moonlit Landscape,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Garden Gate,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Gasse in Murnau,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
General Villa,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Interior with Christmas Tree,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
"Kochel, Snowy Landscape with Houses",Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Landscape Dünaberg,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Landscape Study of Murnau,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Landscape with Blue Houses,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Landscape with Farmhouse,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Landscape with White Wall,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Listening (Portrait of Jawlensky),Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Lively Landscape with Clouds,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Lively Twilight,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Murnauer Hauptstrasse with Horse Drawn Cart,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Pot Plant,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
"Rearing Cloud Over the Castle, Murnau",Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Rosen,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Self-Portrait with Hat,Expressionism,,,,,Gabriele Münter,German,Expressionist,1877,1962
Aigneuses,Symbolism,Nude,,,,Gaston Bussière,French,Symbolist,1862,1928
Dance of the Seven Veils,Symbolism,Dancers,,,,Gaston Bussière,French,Symbolist,1862,1928
Dance of the Seven Veils,Symbolism,Nude,,,,Gaston Bussière,French,Symbolist,1862,1928
Exotic Dancer,Symbolism,Dancers,,,,Gaston Bussière,French,Symbolist,1862,1928
Exotic Dancer,Symbolism,Nude,,,,Gaston Bussière,French,Symbolist,1862,1928
Isolde,Symbolism,,,,,Gaston Bussière,French,Symbolist,1862,1928
Juventa,Symbolism,Nude,,,,Gaston Bussière,French,Symbolist,1862,1928
La Danse de Salome,Symbolism,Dancers,,,,Gaston Bussière,French,Symbolist,1862,1928
La Danse de Salome,Symbolism,Nude,,,,Gaston Bussière,French,Symbolist,1862,1928
Leilah,Symbolism,,,,,Gaston Bussière,French,Symbolist,1862,1928
Oriental Beauty,Symbolism,Nude,,,,Gaston Bussière,French,Symbolist,1862,1928
Revelation,Symbolism,,,,,Gaston Bussière,French,Symbolist,1862,1928
Sea Nymphs at a Grotto,Symbolism,Nude,,,,Gaston Bussière,French,Symbolist,1862,1928
Two Dancers,Symbolism,Dancers,,,,Gaston Bussière,French,Symbolist,1862,1928
Two Dancers,Symbolism,Nude,,,,Gaston Bussière,French,Symbolist,1862,1928
A Change of Seasons,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
A Young Girl with Bonnet Reading by a Window,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
At the Opera,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
Ballerinas in the Theatre,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
"Bassin de Neptune, Versailles",Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
Cinderella,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
Gallant Party,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
La Peche,Post-Impressionism,Spring,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
La Promenade,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
Le Reveil de Bebe´,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
L'Entracte,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
Nymphe near a Pond,Post-Impressionism,Nude,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
Pan Playing a Tune by the River,Post-Impressionism,Musics,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
Spirits of the Night,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
Sweet Dreams,Post-Impressionism,Nude,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Afternoon,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Anatomy of Love,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Arbor,Post-Impressionism,Gardens,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Ballet,Post-Impressionism,Dancers,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Bath,Post-Impressionism,Nude,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Embrace,Post-Impressionism,Lovers,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The First Born,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Joyous Festival,Post-Impressionism,Dancers,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Letter,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Music,Post-Impressionism,Musics,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Red Carriage,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Return of the Princess,Post-Impressionism,Bridges,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Water Fountain of Versailles,Post-Impressionism,Gardens,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Water Fountain,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
The Young Artist,Post-Impressionism,,,,,Gaston La Touche,French,Post-Impressionist,1854,1913
